"track_id","X","length","song","liv_acoust"
"4ut5G4rgB1ClpMTMfjoIuy",338,3.84603333333333,1,0
"0uUNN1nSoUx1A4fkDCWDQ7",339,3.05045,1,0
"1byydVLDAt7An5Pk3SuL5j",340,3.05575,1,0
"1RxlBxlaJpSEVnLk4Gtvym",341,2.15396666666667,1,0
"7IWTIkiWGWNQyYfOLdMrGD",342,3.3387,1,0
"67FPUOM5Q2sSvS3iqLxSFs",343,3.32075,1,0
"0Qmqhtqco9ifi7ScZh1095",344,3.61905,1,0
"2Fxmhks0bxGSBdJ92vM42m",345,3.2348,1,0
"0FC7eAz8CW9HAWnBr8Yo42",346,3.19166666666667,1,0
"7LYMT7ZaJC6KaKaXod9qNq",347,3.1783,1,0
"6fIgsZFtGXiIvxb2Y6oCc7",348,2.3125,1,0
"47knrBbYhqtrggWYSkU6h1",349,3.08601666666667,1,0
"46x4SztssOJ1KzRjPqVUPk",350,2.89661666666667,1,0
"0AKxkfd5NLlWMXCVgH6a6X",351,4.71988333333333,1,0
"43ZeyBuql1TboyWE3ElHXj",352,3.19923333333333,1,0
"3EKKIR8be1kfAAwaz1fzyS",353,3.25,1,0
"4u6chQOq3h6g03cnPzAxcz",354,2.6875,1,0
"5UaEBgRvUPFf5CEDhaTdp7",355,2.96886666666667,1,0
"6wigvUlHft5QfkbxmAG5uC",356,3.1832,1,0
"3b0cJPguhWOh2hjY6Lu192",357,2.70311666666667,1,0
"3QC33AxvY2sdxq22ym3aSL",358,3.56178333333333,1,0
"6nsLzJfvp5OLd4mgqUJkpq",359,3.84355,1,0
"1fN2cemf6ByT2WKqtumwR5",360,1.75365,1,0
"6RnkFd8Fqqgk1Uni8RgqCQ",361,3.375,1,0
"5fEpuvcNvERP7EHtLe28Zy",362,2.93766666666667,1,0
"45NYp6HaMbhHNtn8sTnztn",363,3.625,1,0
"7HdHOGbA7uyepn1jbPKqOx",364,3.91133333333333,1,0
"49ziHtycEUnbFQtE8e8slt",365,3.5946,1,0
"3kGfazcbVvVkuZunzlLgTD",366,3.38331666666667,1,0
"2ZEqEHPOhJdkI9pCCW9pBD",367,3.2619,1,0
"35ARq65zezGBwA7EHBXm2w",368,2.875,1,0
"1N4n7soiQQ8TRsntrkItyA",369,3.16041666666667,1,0
"0XOFJ634crTl8z9N5Gxh2S",370,2.86186666666667,1,0
"2OlWBmSjf1aUPGLNf0UI5A",371,3.28778333333333,1,0
"6UiDiFJUGEDzkGpZBL8IYq",372,3.552,1,0
"5WvAo7DNuPRmk4APhdPzi8",373,4.33333333333333,1,0
"4b2tcjrG1qUkSdsqEFP2dB",374,4.24421666666667,1,0
"0KsB4TwgATg88aXCMBoO3Y",375,3.4605,1,0
"23L5CiUhw2jV1OIMwthR3S",376,3.26178333333333,1,0
"3OEF72iu0qSN75kiw0qP1o",377,2.45311666666667,1,0
"4zdQmfTLWgGd5mAX4MUIaX",378,3.04388333333333,1,0
"5KVxCdOVauTncDKgK426XN",379,3.63928333333333,1,0
"4suDPyEfKYtqDR2OGblbTi",380,3.53111666666667,1,0
"7tegFBOVAZADytMG3YIR9o",381,3.68721666666667,1,0
"1eIl9qFUGihchPAfSF258T",382,3.71553333333333,1,0
"71jxHnEfeDyolLb6Kr2DdS",383,3.74803333333333,1,0
"4eycOo0qKubeGx3g29dcHZ",384,3.84905,1,0
"0xTWI6HrzKHJ6LK11f8jGO",385,3.38578333333333,1,0
"07uivRw9i8NFjQbxZQu6g7",386,2.71733333333333,1,0
"1QNoGbedAra3cbGcQAwBRQ",387,3.58566666666667,1,0
"3gMJMSrU2QETbsILNuybIh",388,3.02,1,0
"6EfsZW2pPBBDkiBMTGglEi",389,3.47221666666667,1,0
"1gdrNesoUadTXNdVaKS2t3",390,3.25721666666667,1,0
